confidence,fdc_id,food_name_en,matched,no_match,reason,us_only,usda_category
high,174823,"Beverages, ABBOTT, ENSURE, Nutritional Shake, Ready-to-Drink",False,True,"ENSURE is a specialized medical nutrition drink with balanced macro/micronutrients (protein, fat, carbs, vitamins, minerals); Japanese table lacks nutritional supplement beverages - only contains alcoholic drinks, teas, coffee beverages, and traditional drinks, none of which match the nutrient profile or functional purpose",,Beverages
high,174824,"Beverages, chocolate powder, no sugar added",False,True,"Chocolate powder (no sugar added) is a dry mix beverage ingredient with 68.3g carbs, 9.1g fiber, and high micronutrients per 100g; no Japanese table entry matches this product category - candidates are alcoholic beverages, tea infusions, or prepared cocoa drink (which is different from powder mix)",,Beverages
high,174825,"Beverages, ZEVIA, cola",False,True,"ZEVIA cola is a zero-sugar stevia-sweetened cola beverage with minimal carbs (1.13g) and no vitamins/minerals - no Japanese composition table entry matches this modern sugar-free artificial sweetener category; closest carbonated options (entry 16, 23) don't align with stevia-sweetened cola composition",,Beverages
high,174826,"Beverages, ZEVIA, cola, caffeine free",False,True,"ZEVIA is a zero-calorie stevia-sweetened cola with minimal carbs (1.13g) and no nutrients, whereas all Japanese candidates are either alcoholic beverages or traditional tea/sports drinks; no Japanese composition table entry exists for diet/zero-calorie artificially-sweetened soft drinks",,Beverages
high,174827,"Beverages, GEROLSTEINER BRUNNEN GmbH & Co. KG,Gerolsteiner naturally sparkling mineral water,",False,True,"Gerolsteiner is a naturally sparkling mineral water with minimal nutrients (essentially pure water with trace minerals); no Japanese table entry exists for plain mineral water - all candidates are either alcoholic beverages or sugared soft drinks, making them nutritionally incompatible.",,Beverages
high,174830,"Beverages, V8 SPLASH Smoothies, Tropical Colada",False,True,"V8 SPLASH Smoothies is a modern juice-based beverage with significant carbohydrates (8.54g), fiber (0.4g), vitamin C (24.4mg), and calcium (41mg) per 100g, characteristic of fruit juice drinks. All 26 Japanese candidates are either alcoholic beverages or sports drinks with incompatible nutrient profiles and no fruit juice smoothie equivalent in the Japanese food composition table.",,Beverages
high,174832,"Beverages, almond milk, unsweetened, shelf stable",False,True,"Unsweetened almond milk is a plant-based beverage with low energy (15kcal), moderate fat (0.96g), and fortified calcium (184mg); no Japanese table entry matches this modern dairy alternative concept or nutrient profile—all candidates are either traditional beverages, alcoholic drinks, or tea infusions with vastly different compositions",,Beverages
high,174834,"Alcoholic Beverage, wine, table, red, Cabernet Franc",False,True,"Cabernet Franc red wine (349kcal, 2.45g carbs) is a fermented grape wine with unique tannin/phenolic profile; Japanese table lists only fortified/mixed wines, distilled spirits, and sake, but lacks dry table red wine entries—nutritionally closest candidates (清酒) at ~103-107kcal are 3x lower in energy due to different alcohol content and composition",,Beverages
high,174836,"Alcoholic Beverage, wine, table, red, Syrah",False,True,"Red wine table (Syrah) is a fermented grape beverage with 348kcal/100g and 2.58g carbs, but Japanese table includes only sake, shōchū, and fortified/mixed wines with energy values 102-126kcal for fermented types; the 348kcal suggests concentrated wine data incompatible with all Japanese entries which represent typical serving compositions",,Beverages
high,174838,"Alcoholic Beverage, wine, table, red, Lemberger",False,True,"Lemberger is a dry red wine with 337kcal/100g and 2.46g carbs, but all Japanese table entries show distilled spirits (200-320kcal) or sweet fortified wines (125-151kcal); no dry table wine entry exists in the composition table",,Beverages
high,174840,"Alcoholic Beverage, wine, table, red, Carignane",False,True,"Red wine (table wine) is a fermented beverage with 2.4g carbs and 0.07g protein per 100g, but Japanese table entries lack wine entries - all candidates are either distilled spirits (低carb) or fortified/mixed wines with mismatched profiles; closest sake entries have similar alcohol but different nutrient composition",,Beverages
high,174842,"Beverages, carbonated, club soda",False,True,"Club soda is plain carbonated water with minimal nutrients and no Japanese equivalent in the table; candidates are either alcoholic beverages or sweetened sodas, making none nutritionally appropriate matches",,Beverages
high,174843,"Alcoholic beverage, wine, table, white, Gewurztraminer",False,True,"White table wine (Gewurztraminer) has ~337kcal/100g with 2.6g carbs, far exceeding all Japanese wine entries (102-126kcal) which match sake/fortified wines; the extremely high energy density indicates this is concentrated/fortified wine, not a standard table wine match",,Beverages
high,174852,"Beverages, carbonated, cola, regular",False,True,"Regular cola is a carbonated soft drink with no alcoholic beverage equivalent; all Japanese candidates are alcoholic beverages, making this a true mismatch requiring NO_MATCH",,Beverages
high,174858,"Beverages, Lemonade, powder",False,True,"Lemonade powder is a sweetened citrus drink mix with high carbohydrates (97.6g) and moderate vitamin C (39.9mg); all Japanese candidates are either alcoholic beverages or ready-to-drink beverages with drastically different nutrient profiles, with no powder/mix equivalent available in the composition table",,Beverages
high,174860,"Beverages, lemonade-flavor drink, powder",False,True,"Lemonade powder is a sweetened beverage mix (1590 kcal/100g, 97.9g carbs) - a processed American product with no equivalent in Japanese food composition table; all candidates are either alcoholic beverages or ready-to-drink beverages, not dry powdered drink mixes",,Beverages
high,174861,"Beverages, lemonade-flavor drink, powder, prepared with water",False,True,"Lemonade-flavor drink powder is a non-alcoholic, sweetened beverage with negligible nutrients, but all Japanese candidates are either alcoholic beverages or coffee drinks - no non-alcoholic fruit-flavored soft drink powder equivalent exists in the table",,Beverages
high,174864,"Beverages, OVALTINE, Classic Malt powder",False,True,"Ovaltine is a sweetened malt powder beverage mix with high carbs (93.3g), fortified minerals/vitamins, and salt (1.615g) - no Japanese beverage category matches this processed malt-based drink product; all candidates are alcoholic drinks or tea infusions with vastly different nutrient profiles",,Beverages
high,174865,"Beverages, Malted drink mix, chocolate, with added nutrients, powder, prepared with whole milk",False,True,"US malted chocolate drink mix with milk is a processed beverage category absent from Japanese table; closest candidate (ココア ミルクココア #8) has significantly different nutrient profile (E=400, P=7.4, F=6.6, Salt=0.7) and all alcoholic beverages are inappropriate matches",,Beverages
high,174867,"Beverages, Malted drink mix, chocolate, powder, prepared with whole milk",False,True,"Malted chocolate milk drink prepared with whole milk has no equivalent in Japanese food composition table; closest candidate (甘酒) differs significantly in protein (1.7 vs 3.37g), fat profile (0 vs 3.29g), and carbohydrates (18.3 vs 11.2g), and lacks the malt/cocoa composition",,Beverages
high,174868,"Beverages, orange drink, canned, with added vitamin C",False,True,Orange drink is a sweetened citrus beverage with added vitamin C; all candidates are either alcoholic beverages or tea with completely different nutrient profiles and composition. No suitable match exists in the Japanese food composition table.,,Beverages
high,174869,"Strawberry-flavor beverage mix, powder",False,True,"Strawberry-flavor beverage powder (1630 kcal/100g, 99.1g carbs) is a concentrated sweetened drink mix with no alcoholic or coffee/cocoa counterpart in the Japanese table; all candidates are either alcoholic beverages or prepared drinks, not dry powder mixes",,Beverages
high,174870,"Beverages, Strawberry-flavor beverage mix, powder, prepared with whole milk",False,True,"US item is a milk-based strawberry beverage (protein=3.0g, fat=3.1g, Ca=110mg indicate whole milk content), but Japanese table lacks milk-based flavored beverage mixes; all candidates are either alcoholic drinks, tea, coffee, or non-milk soft drinks with fundamentally different nutritional profiles",,Beverages
high,174872,"Beverages, tea, instant, decaffeinated, unsweetened",False,True,"US instant decaffeinated tea powder (high protein 20.2g, carbs 58.7g, fiber 8.5g) has no equivalent in Japanese table; candidates are either alcoholic beverages, tea infusions (浸出液, essentially water), or coffee/cocoa products with different compositions",,Beverages
high,174875,"Lamb, New Zealand, imported, square-cut shoulder chops, separable lean and fat, raw",False,True,"US item is raw lamb (New Zealand imported), but all 25 Japanese candidates are beef, pork, or whale - no lamb entries exist in the table; lamb is not a common meat in Japanese cuisine",,"Lamb, Veal, and Game Products"
